[XP-T-004#P001] 职业规划
[XP-T-004#P270] 这个维度的。第二，你得需要有行动者，行动者偏向什么？比如说传统型干活儿干得很好，然后组织型或者企业型，带着大家能把事儿平了的，然后还有我们说实际的，能去操作的，另外我们还需要有外交者，外交者就是这一类。搞社会活动特别擅长的三类，都要有你居其中很多的事儿，也就能成了，然后你自己再想想你是哪类，
[XP-T-004#P271] 如果你没法凑齐三类。你可以作为其中一类加入到别人的圈子里，你比如说你特别擅长社交活动，你就看哪些圈子，它只有思想和行动者，你加进去马上长短板，又是互补，对吧？你是行动者，你就看谁，谁缺行动者，你加进去。你是思想者，你看谁缺思想加进去，所以我们用价值观接近人，
[XP-T-004#P272] 用利益团结人，什么利益未必是钱，叫需求的交换价值观，为什么很多时候你刚一说话，人家就不爱理你，为什么价值观不一致，所以很多人想融入圈层啊。自己的观念特别封闭，接受不了新观念，人家跟你聊两句就觉得你这人特固执，不带你玩儿了，所以怎么能够不固执，其实也是进入核心价值观的核心，全层的一个很重要的点。这个就是人脉网络从邓巴数的角度上看，
[XP-T-004#P273] 那么人脉它是网络，它不仅是同心圆，它还有网络，假如你在这儿，对吧？这两个是你的邓巴数的核心的密友，你可以通过他们去放外层。这没问题，那怎么去做呢？第一节点人物进入，你要去看一个社群啊，或者一个圈子，谁是节点人物？节点人物的一个特点是什么？如果用霍兰德模型来讲，
[XP-T-004#P274] 他是不是就应该是这个区域的人对吧？是典型的什么社交型的社会型人，你在这种人物身上去接入，把他纳入到你的什么？至少是5到50人这个圈层范围内啊，跟他价值观共享，跟他利益共享，你接入他，你接入他就够了，为什么剩下来的事儿只要跟社交有关系，你让他帮你办。就OK了，把利益交换谈清楚就行，这是第一个进入节点任务，所以你每次加了社群，
[XP-T-004#P275] 记住跟群主搞好关系，你加了社群，跟群内热烈发言的人搞好关系，用他们接入，因为他们是社会型人啊，第二，你要学会能够赋能网络，你要让。让整个网络的人，因为你的接入，比如说夏老师在这儿接入进去了是吧？因为你的接入全面被赋能每一个点位上，都因为你进来了。变得更有价值了，那怎么做呢？
[XP-T-004#P276] 聚集的人往往都会有类似的需求，要么是价值观需求，要么是价值需求或者利益需求，价值观他需要认可。尤其是我们说的叫亚文化群体，亚文化群体，那你就认可他们，你说这个很好啊，你们的生活方式特别棒，你们的工作方式特别好，认可他，对吧？第二就是带来利益。带来价值，而往往带来利益和价值。
[XP-T-004#P277] 分享的这些能在网络瞬间去赋能的它，都是无形物。记住啊，不是钱。很多人问我是不是拿钱去打通，不是钱，你甚至拿钱去换这些东西才行。你才能在价值网络当中去整体赋能。第一，叫信息分享你，比如说你在群里我就见过有些人每天在群里去发那个各大报纸摘要，你比如说好多公众号，到现在为止这么多年了。那些公众号的浏览量，每一天都是过十万加的，
[XP-T-004#P278] 每一篇是做什么呢？做行业消息汇总的你，比如说你们可以搜一个公众号，也是我的一个朋友办的，叫财经早餐，每天大概十万加啊，为什么？因为很多人看到这个公众号以后，他会把这个发到他的群里去，大家现在信息都很多呀，信息都很复杂纷繁，唉，我能不能像一个类似看一个简报一样的，唉，昨天发生了什么世界大事方方面面。
[XP-T-004#P279] 我看一眼这个叫信息分享，那我问你求职信息算不算信息？工作信息算不算信息？赚钱信息算不算信息？你就现在像这个疫情之下团购信息算不算信息？信息分享哪一个商业模式？抓住这个信息分享在赋能网络。的价值拼多多啊，大家都想买性价比高的，我发进去每人帮着砍一刀，对不对？信息分享第二个叫价值观强化，你要不断的去往里面输送的这些信息或者是内容，就是告诉这个群体，他们的价值观是正确的，
[XP-T-004#P280] 牛逼的，独一无二。的有价值的，然后另外叫目标引领我们大家可以一起去干什么？那你在这里就培养了什么领导力了，比如说加了个麻将群，你分析的出来，他们有类似的共同需求，除了打麻将以外，还有别的，哎，咱们可以号召着一起干嘛？哎，比如说咱一起干个麻将。怎么样用目标引领他们用这样的方式呢？
[XP-T-004#P281] 你就能去加入网络，并且为网络赋能，从而成为网络不可缺少的一个部分。这个网络所有的价值都可能会为你所用，这才是真正的人脉。社交的意义不是去陪吃陪喝，不是这样的，那么一旦你在人脉网络用好了，叠加上费曼学习法是吧，带着大家一起学习，一起读书，方方面面，我们最终要做的一个目的，或者要达到的目标。就是你在这个网络里面有一个非常明确的身份标签，
[XP-T-004#P282] 注意不是你叫什么，而是一个身份标签，那么身份标签到底怎么该打造我们留在？下一个部分给大家分享。

[XP-T-004#P284] 好朋友们，我们接着来看一下这个身份标签儿的问题啊，就加入人脉网络呀，关键的目标还是为了去看看有没有获得身份标签儿，它不是你的名字，相反是别人用什么方式来概括你，你是谁，这个一定要学会打造，否则呢，你在人脉网络。应该来讲，它的传播效度就不够高，举一个简单例子，我们有的时候经常讲这个品牌营销，品牌营销怎么叫做好的品牌营销，就是当你的原本的忠诚用户向潜在用户介绍你的时候，
[XP-T-004#P285] 他怎么介绍举一个简单的例子，大家都知道我做这个游戏。有邻优客，有邻优客的身份标签在品牌效度上就比较一般，我们的忠诚用户用的可开心了，但是每次呢，他向潜在用户介绍我们的时候说啊，这是个英语学习的APP，然后人家说那跟别人有什么区别没？你看他说不出来。他缺少一个标签儿贴在身上，他只能说，哇，老师特别好，课特别好，
[XP-T-004#P286] 你去听吧，但是呢，这个标签儿的冲动性还有包括这种传播度，还差一些，所以呢，大家在这个人脉网络当中，要想办法去打自己一个标签儿，那本质上就是营销。啊，未来以后我们在讲这个职场社交的时候会告诉大家详细讲，在这我们把核心的给大家过一过那营销营销什么是营呢？就是把大的东西往自己身上拉，这叫品牌同框呃，举个简单的例子，你比如说很多人说我在职场当中，
[XP-T-004#P287] 我服务过哪些？大厂啊，我在哪些大厂工作过，他为什么要把因为我在腾讯干过，我在阿里干过，他为什么要这么说呢？因为腾讯阿里就是大，他把这件事儿往自己身上拉，别人大概就知道啊，他和腾讯有过关系，他跟阿里有过关系，那么自然而然他这个。给自己打的标签儿就变成是大厂出来的人，或者bat出来的人，所以你自己就要去想想你过往经历当中有什么东西是大的，
[XP-T-004#P288] 你把它往自己身上拉，很多同学说这不是蹭吗？那没办法。这个传播学这个就是它的一个本质，你可以选择不蹭，但是你在这个社交网络里，你想做出来差异性的东西，你可能就会呃，需要在别的方面更努力，还有需要的是符号，最容易被大家记忆的记忆点，理解的记忆点，这个记忆点特别关键，因为。你需要别人在这个圈子里去讨论你也好，
[XP-T-004#P289] 或者说帮你再去传播到潜在圈子里也好，比如说你托一个人帮你再去解释一个人，那这个人怎么介绍你呢？你就得去想这个问题。那你可以观察的是，别人重复介绍你的时候用的常用词，一方面可以自己去做，另一方面你去观察别人怎么介绍你的，很多时候你说我也不好意思总是去搞什么品牌同框，对吧？把大的往自己身上拉。那你看看别人怎么愿意介绍你，然后你就把这个标签拿出来进行打造和复用好，还有什么呢？就是价值，
[XP-T-004#P290] 你能解决什么需求，比如说现在很多人想到说哎，要做短视频都想问问我哎，我现在在我这个圈子里不是教英语的了开始。变成网红了，那我能解决这些想在抖音上拍短视频做号的人的需求，那他们都会来问我啊，这是实际他们的需求的一个共性，然后你如果干的再狠一点儿，叫品类封杀现存的普遍需求，哪一个是你的代名词，我现在这个抖音账号是100。87万份假设我做到个500万份，基本上未来我这个圈子和我圈子的临近圈子，我估计他们可能想做抖音号，
[XP-T-004#P291] 想做短视频，可能都会来找我，我变成了这个如何做短视频这个赛道品类的。一个普遍需求的概括，那就厉害了，就像当年比如说一说出国留学培训，大家可能说哎，如果你要认识新东方的人，认识于老师这个事儿基本没问题，他就把这个品类封杀掉了，就是俞敏洪等同于出国留学培训考试，这个就很厉害。当然，这就是属于顶级的了，对吧？
[XP-T-004#P292] 但是你未必需要在全国范围内家喻户晓，你在你的区域范围内就可以，你的圈层范围内就OK了，对吧？把这一类品类，大家想到这个需求就会找你，你的价值，你的标签性就极强了。好，那么如果你已经能够用一个词概括你是谁了时候，记住重复重复，再重复，不管你怎么介绍你自己，而是别人怎么介绍你，你要让大家不断的帮你去介绍。
[XP-T-004#P293] 所以一旦进入到了一个网络，我们上次说要节点人物接入，一旦节点人物接入了以后，他在新的人来的时候，你就站在他边儿上就行，你出现在他边儿上就行，那他就会重复重复再重复用那个标签儿来介绍你，假如这个节点人物。特别聪明是吧？也是你自己人，你就可以跟他强调哎，以后你介绍我就用这个词反复介绍，那么自然而然这个标签就会深深的印在别人的脑海里。那一旦你有了身份标签儿，我们再回来看一下整个优势的强化，
[XP-T-004#P294] 你本身优势很强大，我们通过费曼教学法让它更强大，与此同时接入了人脉赋能，最后形成身份标签儿，你倒回头来想想，这个身份标签儿是不是对你的优势再进一步？强化是不是很有可能再叠加了新的优势？这个优势未必是你会的，但是你认识其他特别会的人，你就会发现你的组织能力也好，资源整合能力也好，也都会变得越来越强大了，所以我们就说刚入职场的五年，管好你自己，再入职场的十年。
[XP-T-004#P295] 管好你的团队，再过至上的十年，你需要去整合资源了，你这些资源从哪里来？来自于你的赋能人脉之后形成的身份标签，最终这个标签叠加到你自己的优势之上，你能协同别的有优势的。那基本上你的价值，你的优势就是不可被复制的，在这个赛道或者某个领域，特定的区域，特定的人群，基本上你作为头部就吃到了所有的红利OK，这就是我们说的优势强化的部分，给大家讲。
[XP-T-004#P296] 主要四个策略，而且这个策略呢，是有先行后序关系的，你自己首先强，然后你学会去分享和教别人，你才能真正的去组建人脉，而组建人脉的目的不是为了吃喝，为什么为在这个群体当中，让他们用一个词概括你的优势？这就是给大家讲解的关于优势强化的部分

[XP-T-004#P298] 嗨，各位朋友大家好，我是夏鹏，我们今天呢，接着来讲优势的第五讲这个将优势转化为收益，那么第一条呢，想跟大家讨论的就是专家记杂家，大家如果还记得这句话，之前我们是反复提到的专家记杂讲。怎么理解呢？就是咱们上次说的叫做前20%的一个能力叠加，另外20%的能力诶，你就可以成为这个双向能力负荷的前4%这样的一个优秀的人群，所以尽可能能做杂家怎么做到啊？这个费曼学习法也好，或者说我们用这种。
[XP-T-004#P299] 试炼的这个心态是吧？把这个小循环给它跑起来，不断的去进行练习和复盘就可以了，所以呢，在公司当中，我们经常说优势怎么能够去转化为收益，其中核心的一点就在于你是不可被替代的，那么最不可替代的能力是会的有。有点儿多，咱们中国古代经常也说叫技多不压身是吧？你记多了以后，它的重叠效能会变得非常的关键，现在呢，有一种错误的观点就是我一招鲜吃遍天，可不可以可以，
[XP-T-004#P300] 但是你真的得做到一招鲜的概念是5%这比较困难，所以如果做不到。5%，这就不是一招鲜，有的时候可能就是几多不压身会的，有点儿多就不太会容易被替代，为什么呢？因为这样的人叫接口型人才接口，我们讲电脑有各种各样的转换，有各种各样的接口，这个观点呢？是罗振宇老师提出来的，我觉得他提的。特别的到位，我现在越来越自己在工作，
[XP-T-004#P301] 包括创业当中觉得接口太重要了，之前呢，我做公司，比如说我们也请过很好的这种产品，经理从腾讯来的，但是呢，你就发现他不懂教育，他不懂教育，他会做产品，但是呢，你没有。没有办法去跟他沟通这个产品在教育领域，它应该是一个什么样的状态，因为在传统产品经理的脑子里呢，他可能想的是用户想的是增长，
[XP-T-004#P302] 想的是留存，他想的都是这些指标，但是他对教育，比如说我们要求的完课率，也就是说。一门课有多少学生真的是听完了这个指标，我们非常看重，因为完课率意味着他才有收获，才会有进步，他有收获才有进步，他才会形成口碑，其他的用户才会来，我们是不太希望传统做教育的，我们是不太希望通过花钱买流量。来去做用户增长，
[XP-T-004#P303] 但是呢，传统产品经理就觉得你这产品做成这样了，以后我们可能第一件事就是买一批流量进来，然后让用户来滚，因为他就觉得这个roi能算明白，我们就应该做投放，但是呢，他又不知道教育行业当中，你现在收进来的钱和你真正确认的收入。之间它还有距离，就你收进来的钱，其实是同学的叫学费预付款，只有他全部在你这把课都上完了，这个钱才真正的成为你的确认收入，所以你不能说你收进来1000块钱，
[XP-T-004#P304] 你马上来说我获客成本是200，我就应该继续的。拿这1000块钱，我再去打投放，为什么？因为这个学生实际在你这儿还没消费完这1000块钱，所以你就会发现这样的传统产品经理，他在教育行业没有办法落地，因为他不是接口型人才唉，但是最近我和小老师我们就在找人。就发现有些这个非常好的产品经理又懂产品，又懂教育，那这样的话，我们跟他沟通起来就一点不费劲，我们说完课率，
[XP-T-004#P305] 我们说应确认收入，他全听得懂。然后呢？我们再说我们希望用户在页面和页面切换之间啊，尽量少一些步骤，他呢就能把它翻成技术员能听懂的语言，对吧？要实现什么样的路径，实现什么样的功能，所以你会发现接口型人才最为关键。因为两边都是单一专家，两边都是曾组织的团队，各自有各自的黑化，所以你如果是个接口人才，你就变成了翻译官。
[XP-T-004#P306] 翻译官非常值钱，为什么呢？因为从本质上在收取过路费，两边儿的这个专业人才在一起交流聊不通，但是你作为接口人才，两边儿你都能干，这个时候你作为翻译官意义就变得非常的重要了，所以大家去想一想。是不是说做专家就是一定是要做到前5%未必甚至有的时候，当你做到前5%之后，你仍然需要接口性人才来帮你去翻译到你另外的一个领域，那这个接口性人才我只要做到20%就行了。而且因为我有可能是稀缺的，所以我挣的钱未必比你少，对吧？
[XP-T-004#P307] 所以大家在想走专业路径的时候，请你去把自己培养成为。接口型人才，这样才能收取过渡费啊，那么还有一类呢，就是做管理啊，我们都知道这企业嘛，两条路径上升一条，做专家一条，做管理那管理是什么呢？叫管理即赋能。什么叫做赋能？赋能说白了就是你要能做一个被拔出来的钉子，就是你进去可能是一个钉子，把结构给钉住了，
[XP-T-004#P308] 但是你要能被拔得出来，这个结构还不散，很多人在做管理的时候。是一门心思下去去解决事务性问题，而不是通过人再去解决事管理，是通过人去解决事，是知人善用，对吧？这个过程叫赋能。但是很多管理人，尤其是刚从专家转向管理岗的，都特别喜欢自己操刀，自己去做事儿，而且呢，这个出现的频率特别高的原因就在于很多时候是因为你在某一个方面做的极好。
[XP-T-004#P309] 在事儿上做的极好，所以人们把你提拔了，但是一旦把你提拔，突然发现你在专业上已经是研究生水平，博士生水平，但是你在管人这件事儿上有可能是幼儿园水平，所以得重新再去再造这套能力，要能做能被拔出来的。钉子，所以你要去思考的一件事情，怎么将你的优势转化为收益呢？就是一开始你去做没问题，成立但是离开你这件事儿照样能做得好，那么你就叫做赋能。你的收益优势就能转化成收益，
[XP-T-004#P310] 大家可能还不太理解，我再从另外一个角度上去跟你讲，大家有时候经常发现有些人啊，他被提拔不起来，干到这个总监上不去了。并不是说他没有能力，而是说什么他事必躬亲。领导在想说，如果我把你提拔到了副总裁下面，这个总监位置谁来坐？经常发现这个位置给进去了，以后这个事儿做不好，没你在总监的地方做的好，那怎么办？给你涨点儿钱继续干。
[XP-T-004#P311] 但你的职位就升不上去，所以呢，大家一定要做管理的人，敏感，你不是要做事儿，你是通过人去把事儿做成，所以呢，你要做能被拔出来的钉子，或者从另外一个角度看，赋能是什么？就是让平常人，让普通人能完成高质量的工作，让普通人能完成高质量的工作，有朋友在说那这个优秀的人完成高质量的工作行不行？可以，
[XP-T-004#P312] 但是呢，很有可能人家完成了跟你一点关系都没有，我们怎么能让普通人完成高质量的工作，这个是管理赋能的，最关键也是最有价值的地方，举几个例子，麦当劳麦当劳做的非常好，然后很多人在讲说麦当劳，那这个流程啊，管理没什么了不起。不对，你去想一想，麦当劳很多雇用的一线的店员，只是高中文化水平，如果你放到美国，
[XP-T-004#P313] 甚至有可能连高中都不到的文化水平，为什么它能够保证整个的快餐店运营是不出问题的？很简单，它的流程那么这个流程sop啊standard operating procedure这个标准化流程谁做出来的？是不是有所谓的流程？专家做出来的不是就是平常你在做管理的时候。通过人去做事儿，与此同时形成做事儿的规则，再让他去赋能另外的人，再去把这个事儿给做起来，这个过程就是从人到事儿到流程到人，再到事儿的过程就是我们说的，让普通人能够完成高质量的工作，那在中国咱们能看到，比如说海底。
[XP-T-004#P314] 海底捞早期的时候，很多员工都是可能小学文化水平哎，但是他们的服务精神怎么能被提到？他们怎么能去完成各种各样的任务的？这些都是sop起到的作用，还有包括美团外卖小哥，对吧？他就是普通人，但是你会发现他送菜送不错，怎么做到的？让平常人完成高质量工作，这套系统流程所保证的。甚至我告诉你，现在我们看到的美团实际最早是硅谷那一代出来的叫，就是也是送外卖的，
[XP-T-004#P315] 他们最早在设立这个商业模型的时候学的是谁呢？学的是印度孟买，印度孟买有一群叫做白头巾，人头上戴着白头巾，这群人在整个孟买可能有十万人之多，他们干的工作就是美团的工作，因为在印度很多中产阶级，他上班啊，男生去上班，女生在。家是做全职家庭主妇，而且呢，他们一般也不在外面吃外卖啊，都是让自己家的夫人做好饭了以后，由这些白头巾的团队。
[XP-T-004#P316] 从家里把这个盒饭送到他单位啊，他吃完，然后下午这个团队又过来，再把他的空饭盒儿给收回去，再放到他自己家里，你注意整个的过程，没有任何的电子系统。全凭他们人工的物流设计啊，比如说每个饭盒上做的几个标记，然后就一堆人啊，扛着饭盒分发，分发完了再送啊，特别牛，他们怎么能做到的？其实就是流程赋能，
[XP-T-004#P317] 让普通人完成高质量的工作，所以呢，我们现在经常在说啊，我和肖老师我们经常在说叫优秀的人才靠协同啊，如果你下面儿的都是特别优秀人才，你不用管他，协同就行了。但是平常人的聚合靠管理，你底下都是优秀的人，实际这个管理的这个水平呢，它别乱管就行，对吧？但是如果你要聚合的是普通人，那的的确确这种流程啊，这种管理的势能啊，
[XP-T-004#P318] 要建立起来，所以如果你做专家，请你做成经。如果你做管理，尝试着去挑战赋能这一些普通人，去完成高质量的工作，重在什么，重在通过人去做事，然后建立流程。再去辅助人，再把事儿给做了，所以我们经常在讲说要坚持做难而正确的事儿是什么？就是说把这套流程建立出来，做报时人，而不是去做那个钟，
[XP-T-004#P319] 你需要不断的去采用这种造钟的方式，做什么把它当成一个？系统一个机器给它生产出来，然后它自己就能做自循环了，这是最好的状态，所以呢，怎么将优势转化成收益？前两个刚才讲完一个做专家，那么就做成杂家做接口型人才，你赚钱赚的就多。第二，你能让一般人完成高质量的工作，你的赚的钱也会很多，这两个是最基本的选择模式，来自于你自己的内因，
[XP-T-004#P320] 那么外因我们要考虑的就是平台，我到底在哪个平台上去做？平台即影响力，有的时候影响力越大，哎，你的机会也就越大，而且现在由于平台经济的这种出现粉丝经济的出现第三条路径，也有可能就是第一，我既不是专家，第二，我也不需要管理，我是自雇佣。或者你可以把它理解为叫以前的叫个体户都行啊，但是它是依托在一个平台上的，获得了足够多量的粉丝，
[XP-T-004#P321] 以前都说这个粉丝经济嘛，假如说你有5000个粉丝，有人开玩笑5000个付费用户付费粉丝，他说基本上你达到月收入。入两万块钱是没什么问题的，你能服务5000付费粉丝月收入2000块钱没什么问题，这是之前粉丝经济前几年特别火的时候，有一篇文章做过的一个调研的数据啊。那你怎么做这个粉丝经济呢？你去看李佳琦也好，你去看之前的薇娅也好，尤其李佳琦，我觉得做不赖啊，他的策略是叫代表群众聚集需求。你只要干这件事儿就行了，
[XP-T-004#P322] 大家经常说在抖音上，我怎么起号，我怎么去变现啊，我怎么去做接广告，我怎么去做小黄车，其实本质上就是这八个字。代表群众聚集需求，你能不能代表群众，你是不是站在群众的角度，而不是站在厂商的角度？很多人是站在厂商的角度，你比如说做那些网红探店，很多人呢，是站在店家角度，因为店家给你钱了嘛，
[XP-T-004#P323] 他总觉得是这样挣这个快钱，店家给我广告费，我尽可能把。把这个菜给它拍的漂亮一些，结果呢，老百姓就细腻的去吃了，结果发现不是那么一回事儿，那你就没有代表群众，你也没有聚焦需求，你这个号可能做一段时间也就很平庸了，没有什么特色，甚至有粉丝可能会骂你，对吧？但反过来，你一直代表群众。
[XP-T-004#P324] 你看那个美食探店号当中，几个厨师出身的人，第一，他自己有专业知识，第二，他就是代表老百姓，老百姓要吃的什么性价比高的味道要好，食材要好，手艺要好。性价比还得不错，代表群众去谈点，你会发现大家就会觉得他特别的真诚，而且是真正表达了群众的需要。这时候，他把他的。
[XP-T-004#P325] 需求所聚焦了，他照样可以让店家为他付费，为什么？因为他背后有庞大的粉丝群体，而且因为他有庞大的粉丝群体，店家能够集中性的满足一群需求的时候。他是愿意为这一群需求去进行定制的，所以你看李佳琦直播间里经常在讲，哎，今天我们跟兰蔻专门做了一款口红，价格被我们打下来了，它为什么能打下来？因为李佳琦知道我这个直播间里今天只要这个一开单，至少两万个就能卖出去。出去那兰蔻一听说一单一下，
[XP-T-004#P326] 进去两万个口红，那真的很厉害，我们专门为他定价，专门为他生产，专门为他解决他代表粉丝的这样的一些利益，还有一些诉求，所以平台即影响力，影响力即粉丝量，你如果能够代表粉丝的利益你。把他们的需求聚集了，你自然而然你就能够去赚钱，很简单，所以大家未来在短视频赛道直播电商，想去理解它的基本的逻辑，你就记住我这第三条平台呢，
[XP-T-004#P327] 你上面要有影响力。影响力的概念本质就是粉丝，你呢？如果能代表粉丝的利益，并且将他们聚集在一起，自然而然你就赚到钱了，那么还有一类怎么将自己的优势转化，比如说以互联网大厂举例，收益到底是什么？是不是一定是钱，大家有没有发现我在这里反复的强调，钱只是一类优势，转化的收益对吧？我们最终可以指向钱，但是它还有别的东西，
[XP-T-004#P328] 举一个简单的例子，互联网大厂很多人说我要进互联网大厂，我主要看重的是平台我。主要看重的是我自己的成长，我主要看见他的薪资是吧？还有什么哎，我以我曾经在教培大厂新东方做了十年，最后做到战略总监的这个经历，我给大家分享一下，后来我不创业了嘛，我分享一下就。到底我在新东方有什么资源对我当时15年出来创业是有帮助的？在我看来，三块儿第一个叫异岗资源，什么意思呢？
[XP-T-004#P329] 我是做老师的，但是呢，唉，我恰好跟运营的人非常熟，唉，我跟市场的人也很熟。哎，我跟这个产品开发也很熟，好，我未来一旦要想出去干事儿，我有异岗资源，那很多在大厂也是啊，你被搬到变到不同的项目组，你跨团队去进行协同，很多人跨团队协同，
[XP-T-004#P330] 好麻烦，对你如果为了就是实现那个o kr和KPI。那些人未必就一定直接鸟你，但是你如果以跟他们熟悉，跟这些高手异岗资源多交流为目的。你其实心态就会发生一定的转变，对不对？跟人家去好好聊啊，即便这个事儿不成，但是呢，大家关系可以处得很融洽，为什么？因为你很有可能就成为了接口人才，咱们刚才讲了是吧？你要去做接口型人才。
[XP-T-004#P331] 你就有可能成了接口人才啊，这是异岗资源，只有在大厂里有异岗啊，小公司里一个人干三份儿活儿，没有异岗对吧？好，第二个叫下属资源。你学会赋能团队了，所以很有可能你未来要跳到别的公司或者出来创业，你旗子一拉，哎，有队伍两三个人跟你出来了，你不是一个人在作战，这样的启动效能就会非常的快。第三，
[XP-T-004#P332] 你还会有合作伙伴，你能够将需求进行连通和聚合，对吧？讲一个最简单的例子，之前呢，大家都知道有一个叫虎邦大将。这个辣酱呢，是现在很多的餐厅啊，在送外卖的时候，客人如果点你就下单，可以买这个虎虎邦辣酱，而这个虎牌儿还叫虎邦辣酱，我忘了啊，印的顶上是一个老虎，这个辣酱它的单价差不多，
[XP-T-004#P333] 你在美团上。下单的话，一般是3到5块钱啊，不同的餐厅，可能它自己有一套定价逻辑，它毛利其实非常高，很有可能它的进价可能12块钱到20块钱可能一板儿。但是他出价的能做到200%这种利润形态，那就非常暴利了，那么在这种情况之下，我想请问你猜猜他是怎么做出来的？怎么一下子抓到了这么强悍的需求，恰好是当年美团外卖团队的两个小伙子发现，看用户啊，每次在这个美团下单的时候都会有备注，
[XP-T-004#P334] 最经常放的一个备注叫做什么？能不能给多给点儿辣椒，因为中国现在是川菜呀，川湘菜系大行其道，而且西北的菜系也也是吃辣的，对吧？那咱能不能多加点儿辣椒啊？能不能多给点儿辣椒酱？当然，这个需求非常多，然后呢，他又发现。这一些店家的需求是什么？它需要一款高毛利，低单价的产品。
[XP-T-004#P335] 高毛利这个里面的利润要有，但是要低单价，你不能价格那么高，那之前。在这个美团上面怎么去点开每一个商家，它的高毛利，低单价的品类是什么？是饮料对吧？你看可口可乐，它一般卖卖五块钱八块钱甚至十块钱的都有，但它进价实际非常便宜了，对吧？两块钱，但是十块钱哎。你放到它整个的这个一顿饭里面来看，
[XP-T-004#P336] 它比那个30块钱40块钱的套餐，它们之间的相关性相比它实际是低的，而且我这个一站式下单的这种用户有这种需求，所以饮料其实一直是低单价高毛利的，这样的一个品类。这两个年轻人就觉得我其实可以去做辣椒酱，但是他其实自己不需要做啊，他就做一个品牌运营，然后告诉他们把那个辣椒酱生产的给我生产，像那个小罐儿茶似的，一罐儿一罐儿的小的啊，我不要那个大罐儿的，我就是一顿饭的辣椒酱，吃完就可以扔的，不浪费的马上。
[XP-T-004#P337] 有了以后，再利用美团跟这些商家的关系，再加上它地推和摩拜，直接这个拉浆就铺起来了，所以你可以看到跟合作伙伴儿聚合需求，这个联通需求，那在这里你可以想，商家就是他的合作伙伴嘛，他能把这个需求聚合起来。他就有创业的机会了。在美团里，他可能他的优势没有变现，但是他出来之后做的这个产品变现了，很棒，因此呢，
[XP-T-004#P338] 我们通过不管是前面讲的专家路径，管理路径，自雇佣的粉丝经济，再加上类似像互联网大厂，我们。去追寻的收益到底是什么以外？我们来看一个本质，咱们就拿钱来说，它到底人是怎么挣钱的？你会发现，最一开始就是挣工资，而且这个工资跟什么相关呢？它可能是你的底薪，再加上你的奖金就是你的工资。可能是月度发奖金，
[XP-T-004#P339] 或者说年度打个分儿，你很优秀，给你13薪15薪诸如此类啊，这个叫工资，这是你收入结构和形态的最初级阶段，叫做工资，那比它上升一点儿呢，这个叫做工时工资。就是你干一个小时，给你一份儿钱，或者我们有的时候也管它叫计件儿工资，大家说我靠这个计件儿工资工时工资好像听上去是像卖体力的，对他是卖体力的。但是他卖的是专业体力，他甚至可能比你在办公室做白领要挣得多，
[XP-T-004#P340] 你信不信？不信你拿你的工资除以12小时月工资，除以22天再除以12小时，你发现很有可能你的工时工资是非常低的，赶不上在这个建筑工地搬砖。的工人为什么原因很简单？你做的这件事情，它量化效能低，所以它是最初级的工资计算模式，工时工资。发工资的老板和挣工资的工人之间是一个非常清晰的计算逻辑，老板觉得你这个达不到我的工时和计件儿的要求，我就不顾你了，因此你会发现这些工人他会非常专业的去想把这份儿工资挣出来，注意专业未必跟学历有关。
[XP-T-004#P341] 你不要以为富士康里面的那些计件的小工，他专业度不够，他专业度很有可能非常厉害，你别以为你读个博士，你能干得了他的事儿，对不对？所以这个叫工时工资。工时工资再往上一个层次，叫管理工资什么意思呢？不再是自己去干这件事儿挣的钱，而是去管五个人，十个人50个人500个人的团队，由他们去挣工资或者是工时工资，我来管理协调。然后他们提高效能，
[XP-T-004#P342] 从而挣得钱，这个叫管理工资，也就是说你管的团队越大，你产生的营收越多，你自然而然你的管理工资也就越高，对吧？那管理工资再上一层呢？叫知识工资什么意思呢？我未必需要亲自用我的肉身去管了，或者是做这件事儿了，我把我之前的经验交付出去就OK了，这个挣的叫知识工资，比如说。律师挣的就是知识工资啊，当然有人讲律师有的时候挣的公司工资啊，
[XP-T-004#P343] 也可以看你怎么归类，对吧？那比如说再举个例子，一个人企业管理做的非常好，他出本书。这本书卖的很好，这本书的版税就是知识，工资也就相当于它可以脱离生产，别人在生产，别人用我学的这个东西干就OK，这个叫知识工资，这个其实它的性价比就变得更高了。收益会更高，那么最后一类就是股权工资，股权变现，
[XP-T-004#P344] 大家都知道很多企业以IPO啊，造就几百个人，上千个人财富自由。股权工资很多，老板你别看他自己，你像刘强东说我每年年薪一块钱是，那是因为他的股权收益非常的大，对吧？所以这么看来，你就会发现你在职场当中优势的变现。要逐步的发生比例的变化，以及后面三类的工资比例，要慢慢的出现这个一开始挣工资，二一个我做的非常有效率了，开始记工时工资，
[XP-T-004#P345] 然后再来往下我管人了管理工资。我把我的经验拿出去输出就能赚钱，这个叫知识工资，我不用亲自干，然后最后比如说你买股票，这个也算是股权投资公司给你股票，这个也算股权投资，你自己出去创业，当老板有股权，这个也叫做股权工资。股权收益所以尽可能的慢慢的越往后面的这个部分越多，前面的这些是什么呢？你挣的钱你想存下来就存下来，你想花你就给花掉都无所谓，这个钱只是在跟你的劳动时间。
